description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
TRIF (TICAM1)-mediated TLR4 signaling 	R-HSA-937061	25	2208	111	10987	0.2950342626599452	0.7493659281625068	1.120719904687296	0	RPS27A, CASP8, DUSP7, PPP2R5D, RPS6KA1, LY96, FOS, UBC, NOD1, UBB, TP53, MAPK14, CHUK, UBE2D1, IKBKE, PPP2R1B, NKIRAS1, TAB3, RIPK2, UBE2D3, TANK, AGER, OPTN, RIPK3, TNIP2
p75 NTR receptor-mediated signalling	R-HSA-193704	22	2208	97	10987	0.2984726450397901	0.7571966744997533	1.1285764978335573	0	RPS27A, ARHGDIA, ABR, UBC, NET1, PSENEN, SQSTM1, UBB, NCSTN, FGD4, VAV2, ARHGEF12, OBSCN, BCL2L11, CASP2, RIPK2, MYD88, ITGB3BP, RASGRF2, ARHGEF9, SOS2, NGF
Gene Silencing by RNA	R-HSA-211000	30	2208	135	10987	0.2989504630547882	0.7575070591792552	1.1057769726247988	0	IPO8, POLR2G, DICER1, DGCR8, POLR2J, H3C11, H2BC15, H2BC7, H2BC9, POLR2B, POLR2K, NUP37, HSP90AA1, RAE1, H2BC14, AGO1, H4C5, H2AZ2, POM121, NUP43, RAN, NUP62, H4C15, NUP214, PRKRA, NUP133, POLR2C, H2AJ, NUP155, H4C2
Intrinsic Pathway for Apoptosis	R-HSA-109606	13	2208	55	10987	0.3039548543515454	0.7612497697749623	1.176144598155468	0	APAF1, CASP8, BAK1, YWHAB, YWHAQ, STAT3, TP53, CASP7, BCL2L11, YWHAZ, DIABLO, PPP3CC, TFDP1
Reduction of cytosolic Ca++ levels	R-HSA-418359	4	2208	14	10987	0.30507147038377186	0.7612497697749623	1.4217132505175984	0	SRI, ATP2A2, ATP2A1, ATP2A3
RUNX3 regulates NOTCH signaling	R-HSA-8941856	4	2208	14	10987	0.30507147038377186	0.7612497697749623	1.4217132505175984	0	MAML3, SNW1, KAT2B, RUNX3
Erythropoietin activates RAS	R-HSA-9027284	4	2208	14	10987	0.30507147038377186	0.7612497697749623	1.4217132505175984	0	CRKL, HRAS, EPO, IRS2
Deadenylation-dependent mRNA decay	R-HSA-429914	13	2208	55	10987	0.3039548543515454	0.7612497697749623	1.176144598155468	0	TNKS1BP1, EIF4A2, EIF4B, EXOSC6, CNOT8, SKIC8, PATL1, CNOT10, LSM3, EIF4G1, LSM5, PAIP1, CNOT2
Early Phase of HIV Life Cycle	R-HSA-162594	4	2208	14	10987	0.30507147038377186	0.7612497697749623	1.4217132505175984	0	HMGA1, KPNA1, BANF1, CD4
Signaling by WNT	R-HSA-195721	70	2208	328	10987	0.3046624302490986	0.7612497697749623	1.0619504462707672	0	PSMD14, NLK, PSME1, RPS27A, PSMB3, PSMC5, SOX17, PSMD10, XPO1, DVL2, H3C11, H2BC15, PPP2R5D, H2BC7, ZRANB1, H2BC9, UBC, FRAT2, FZD3, DACT1, SOX7, RBBP5, PSMA5, UBB, PSMC6, H2BC14, PSMA4, AMER1, CSNK1G2, PSMD3, PSMD4, PSMB4, GNG10, AGO1, BCL9, CSNK1A1, PRKCA, LGR5, GNG7, H4C5, PPP2R5A, PSMC1, H2AZ2, AP2S1, WNT7A, KREMEN2, WNT1, YWHAZ, PPP2R1B, RAC2, SMURF2, SNX3, PSMA6, RUNX3, PSMC3, BCL9L, PSMA7, H4C15, CLTB, TLE3, DVL1, H3-4, DKK4, PORCN, H2AJ, GNAO1, H4C2, PSMD6, TNKS2, WNT9B
Regulation of cholesterol biosynthesis by SREBP (SREBF)	R-HSA-1655829	13	2208	55	10987	0.3039548543515454	0.7612497697749623	1.176144598155468	0	NFYB, FASN, HMGCS1, TBL1XR1, SEC24C, SCD, MED1, SAR1B, SEC24D, INSIG2, RAN, FDPS, ACACA
Carnitine metabolism	R-HSA-200425	4	2208	14	10987	0.30507147038377186	0.7612497697749623	1.4217132505175984	0	SLC22A5, PRKAA2, ACACA, MID1IP1
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	R-HSA-6803205	4	2208	14	10987	0.30507147038377186	0.7612497697749623	1.4217132505175984	0	RABGGTB, RABGGTA, TP53, BCL6
Methylation	R-HSA-156581	4	2208	14	10987	0.30507147038377186	0.7612497697749623	1.4217132505175984	0	NNMT, AHCY, MAT2B, MAT2A
Interleukin-15 signaling	R-HSA-8983432	4	2208	14	10987	0.30507147038377186	0.7612497697749623	1.4217132505175984	0	IL2RB, STAT3, IL2RG, SOS2
Creation of C4 and C2 activators	R-HSA-166786	4	2208	14	10987	0.30507147038377186	0.7612497697749623	1.4217132505175984	0	C1QB, C1QC, MBL2, CRP
Regulation of PLK1 Activity at G2/M Transition	R-HSA-2565942	20	2208	88	10987	0.3069391831656262	0.7650145021356133	1.1309082674571804	0	DCTN2, HAUS2, PPP1R12A, RPS27A, PAFAH1B1, CEP70, PPP1CB, UBC, HSP90AA1, CEP41, DYNC1I2, UBB, MAPRE1, CDK5RAP2, PCNT, CEP135, HAUS4, PLK4, CCP110, OPTN
RNA Polymerase III Transcription Termination	R-HSA-73980	6	2208	23	10987	0.30941552688775703	0.7684900790184268	1.2980860113421548	0	POLR2K, POLR3H, POLR3D, SSB, POLR1C, NFIA
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	R-HSA-450321	6	2208	23	10987	0.30941552688775703	0.7684900790184268	1.2980860113421548	0	RPS27A, UBC, NOD1, UBB, TAB3, RIPK2
Abortive elongation of HIV-1 transcript in the absence of Tat	R-HSA-167242	6	2208	23	10987	0.30941552688775703	0.7684900790184268	1.2980860113421548	0	POLR2G, POLR2J, POLR2B, POLR2K, SUPT5H, POLR2C
Base-Excision Repair, AP Site Formation	R-HSA-73929	14	2208	60	10987	0.31191623990730183	0.7737991935302214	1.1610658212560387	0	H2BC15, H2BC7, H2BC9, NEIL1, MPG, H2BC14, H4C5, H2AZ2, NEIL2, POT1, H4C15, H3-4, H2AJ, H4C2
Plasma lipoprotein clearance	R-HSA-8964043	9	2208	37	10987	0.31925895797077997	0.7883439622662017	1.2103774970622796	0	RPS27A, APOB, APOC1, UBC, UBB, AP2S1, AMN, NCEH1, NPC2
Detoxification of Reactive Oxygen Species	R-HSA-3299685	9	2208	37	10987	0.31925895797077997	0.7883439622662017	1.2103774970622796	0	CYBB, TXN2, TXNRD1, GPX7, ATP7A, NOX4, SOD2, GPX1, SOD1
Regulation of TP53 Expression and Degradation	R-HSA-6806003	9	2208	37	10987	0.31925895797077997	0.7883439622662017	1.2103774970622796	0	RPS27A, UBC, UBB, TP53, PPP2R1B, PDPK1, PHF20, PRDM1, MLST8
HDR through Single Strand Annealing (SSA)	R-HSA-5685938	9	2208	37	10987	0.31925895797077997	0.7883439622662017	1.2103774970622796	0	NBN, BRCA1, RHNO1, RBBP8, RAD9A, RFC4, RAD52, RAD1, RPA1
Diseases of DNA repair	R-HSA-9675135	12	2208	51	10987	0.32074325197058773	0.791092442070975	1.1708226768968457	0	NBN, BRCA1, RHNO1, RBBP8, NEIL1, RAD9A, RFC4, RAD51C, RAD51B, RAD1, BRCA2, RPA1
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	R-HSA-975138	23	2208	103	10987	0.3213372477145794	0.7916412426355707	1.1111448220064726	0	PELI3, RPS27A, CASP8, DUSP7, PPP2R5D, RPS6KA1, LY96, FOS, UBC, NOD1, UBB, TP53, MAPK14, CHUK, TLR7, PPP2R1B, NKIRAS1, TAB3, RIPK2, MYD88, ECSIT, AGER, TNIP2
Prefoldin mediated transfer of substrate  to CCT/TriC	R-HSA-389957	7	2208	28	10987	0.32615657563102163	0.7941864169640684	1.2439990942028987	0	CCT5, CCT4, CCT7, ACTB, CCT6A, CCT2, TCP1
Neurotoxicity of clostridium toxins	R-HSA-168799	3	2208	10	10987	0.3250893779322672	0.7941864169640684	1.4927989130434782	0	STX1B, VAMP1, SV2A
Nef mediated downregulation of MHC class I complex cell surface expression	R-HSA-164940	3	2208	10	10987	0.3250893779322672	0.7941864169640684	1.4927989130434782	0	AP1S2, PACS1, AP1S3
FGFR2b ligand binding and activation	R-HSA-190377	3	2208	10	10987	0.3250893779322672	0.7941864169640684	1.4927989130434782	0	FGF7, FGF3, FGF22
Notch-HLH transcription pathway	R-HSA-350054	7	2208	28	10987	0.32615657563102163	0.7941864169640684	1.2439990942028987	0	TBL1XR1, NOTCH3, MAML3, HDAC5, SNW1, NOTCH2, KAT2B
FLT3 signaling in disease	R-HSA-9682385	7	2208	28	10987	0.32615657563102163	0.7941864169640684	1.2439990942028987	0	RPS27A, HRAS, UBC, UBB, ETV6, NOX4, CBL
Synthesis of pyrophosphates in the cytosol	R-HSA-1855167	3	2208	10	10987	0.3250893779322672	0.7941864169640684	1.4927989130434782	0	NUDT11, PPIP5K2, PPIP5K1
The role of Nef in HIV-1 replication and disease pathogenesis	R-HSA-164952	7	2208	28	10987	0.32615657563102163	0.7941864169640684	1.2439990942028987	0	ATP6V1H, AP1S2, PACS1, CD4, AP2S1, CD8B, AP1S3
Sulfur amino acid metabolism	R-HSA-1614635	7	2208	28	10987	0.32615657563102163	0.7941864169640684	1.2439990942028987	0	ENOPH1, BHMT2, AHCY, TXN2, MPST, SUOX, CTH
Base Excision Repair	R-HSA-73884	20	2208	89	10987	0.32646987389043824	0.7941864169640684	1.1182014329913694	0	H2BC15, H2BC7, POLE4, H2BC9, NEIL1, MPG, POLE2, H2BC14, RFC4, H4C5, H2AZ2, NEIL2, POT1, PNKP, H4C15, RPA1, APEX1, H3-4, H2AJ, H4C2
TRIF-mediated programmed cell death	R-HSA-2562578	3	2208	10	10987	0.3250893779322672	0.7941864169640684	1.4927989130434782	0	CASP8, LY96, RIPK3
Cardiac conduction	R-HSA-5576891	29	2208	132	10987	0.3270193054729171	0.7946158950544884	1.0932113252086078	0	KCNK5, SRI, GATA4, KCNA5, ORAI2, CASQ2, KCNJ4, KCNK7, SLN, RYR3, ATP1A2, CASQ1, SCN7A, KAT2B, FGF13, SCN1B, KCNJ14, TRDN, ATP2A2, KCNIP3, FXYD1, RYR1, ATP2A1, RANGRF, KCNJ12, NKX2-5, CACNG6, PLN, ATP2A3
Signaling by FGFR2 IIIa TM	R-HSA-8851708	5	2208	19	10987	0.3305921440660045	0.7969364920867145	1.3094727307398932	0	POLR2G, POLR2J, POLR2B, POLR2K, POLR2C
Glyoxylate metabolism and glycine degradation	R-HSA-389661	5	2208	19	10987	0.3305921440660045	0.7969364920867145	1.3094727307398932	0	DLD, DLST, PXMP2, AGXT, OGDH
Phase 4 - resting membrane potential	R-HSA-5576886	5	2208	19	10987	0.3305921440660045	0.7969364920867145	1.3094727307398932	0	KCNK5, KCNJ4, KCNK7, KCNJ14, KCNJ12
Translesion Synthesis by POLH	R-HSA-110320	5	2208	19	10987	0.3305921440660045	0.7969364920867145	1.3094727307398932	0	RPS27A, UBC, UBB, RFC4, RPA1
Regulation of TP53 Activity through Methylation	R-HSA-6804760	5	2208	19	10987	0.3305921440660045	0.7969364920867145	1.3094727307398932	0	RPS27A, UBC, UBB, TP53, EHMT1
Toll Like Receptor TLR6:TLR2 Cascade	R-HSA-168188	25	2208	113	10987	0.32949661973847993	0.7969364920867145	1.100884154161857	0	PELI3, RPS27A, CASP8, DUSP7, PPP2R5D, RPS6KA1, LY96, FOS, UBC, NOD1, UBB, CD36, TP53, MAPK14, CHUK, PPP2R1B, NKIRAS1, TAB3, RIPK2, MYD88, ECSIT, AGER, FGA, FGB, TNIP2
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	R-HSA-166058	25	2208	113	10987	0.32949661973847993	0.7969364920867145	1.100884154161857	0	PELI3, RPS27A, CASP8, DUSP7, PPP2R5D, RPS6KA1, LY96, FOS, UBC, NOD1, UBB, CD36, TP53, MAPK14, CHUK, PPP2R1B, NKIRAS1, TAB3, RIPK2, MYD88, ECSIT, AGER, FGA, FGB, TNIP2
Nuclear Envelope (NE) Reassembly	R-HSA-2995410	17	2208	75	10987	0.33139868326287064	0.7979780723538727	1.1278925120772947	0	RCC1, NUP37, EMD, BANF1, SIRT2, SUMO1, IST1, POM121, NUP43, RAN, NUP62, VPS4A, LEMD2, NUP133, VRK2, NUP155, PPP2R2A
Sialic acid metabolism	R-HSA-4085001	8	2208	33	10987	0.3393669006586633	0.8028040375375007	1.206302151954326	0	ST6GAL1, NPL, ST6GALNAC2, CMAS, GNE, SLC35A1, ST6GALNAC4, NANP
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	R-HSA-73930	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	APEX1
Activation of BAD and translocation to mitochondria 	R-HSA-111447	4	2208	15	10987	0.3554280137228519	0.8028040375375007	1.3269323671497586	0	YWHAB, YWHAQ, YWHAZ, PPP3CC
Signaling by FGFR2 in disease	R-HSA-5655253	10	2208	43	10987	0.3591701710873237	0.8028040375375007	1.1572084597236267	0	POLR2G, POLR2J, FGF7, FGF3, FGF22, HRAS, POLR2B, POLR2K, FGF4, POLR2C
Lipid particle organization	R-HSA-8964572	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	HILPDA, FITM1
Impaired BRCA2 translocation to the nucleus	R-HSA-9709275	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	BRCA2
WNT5A-dependent internalization of FZD4	R-HSA-5099900	4	2208	15	10987	0.3554280137228519	0.8028040375375007	1.3269323671497586	0	DVL2, PRKCA, AP2S1, CLTB
NADE modulates death signalling	R-HSA-205025	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	CASP2, NGF
NFG and proNGF binds to p75NTR	R-HSA-205017	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	NGF
Scavenging by Class B Receptors	R-HSA-3000471	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	APOB, CD36
PTK6 Regulates Cell Cycle	R-HSA-8849470	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	CCND1, CDKN1B
Intracellular signaling by second messengers	R-HSA-9006925	66	2208	314	10987	0.3615701064692769	0.8028040375375007	1.0459100664635836	0	MECOM, PSMD14, PSME1, RPS27A, INSR, PSMB3, IL1RL1, PSMC5, PSMD10, FGF7, PPP2R5D, PDGFRB, FGF3, CD86, RHOG, FGF22, UBC, CAMKK2, ADCY6, ADCY2, OTUD3, EGF, PSMA5, EGR1, UBB, PSMC6, IER3, PSMA4, KDM1A, RRAGA, TP53, PSMD3, PSMD4, PSMB4, AGO1, CHUK, SLC38A9, HDAC5, THEM4, PRKCA, PPP2R5A, PSMC1, TRAT1, MKRN1, PRKAR2A, PPP2R1B, RAC2, NTF4, LAMTOR5, FGF19, MYD88, PDPK1, PSMA6, PSMC3, PSMA7, MAF1, FGF4, USP13, FOXO4, FOXO3, LAMTOR2, PSMD6, MLST8, CDKN1B, IRS2, TNKS2
Vitamins	R-HSA-211916	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	CYP26A1, CYP26C1
TNFR1-induced NF-kappa-B signaling pathway	R-HSA-5357956	8	2208	33	10987	0.3393669006586633	0.8028040375375007	1.206302151954326	0	RPS27A, UBC, UBB, TNFAIP3, CHUK, TAB3, OPTN, OTUD7B
Activation and oligomerization of BAK protein	R-HSA-111452	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	BAK1
SUMOylation of ubiquitinylation proteins	R-HSA-3232142	9	2208	38	10987	0.3501471335362273	0.8028040375375007	1.1785254576659039	0	NUP37, RAE1, SUMO1, POM121, NUP43, NUP62, NUP214, NUP133, NUP155
Viral RNP Complexes in the Host Cell Nucleus	R-HSA-168330	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	HSPA1A
TGFBR2 MSI Frameshift Mutants in Cancer	R-HSA-3642279	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	TGFB1
Transfer of LPS from LBP carrier to CD14	R-HSA-166020	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	LBP
Alpha-oxidation of phytanate	R-HSA-389599	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	ALDH3A2, SLC25A17
HSF1-dependent transactivation	R-HSA-3371571	6	2208	24	10987	0.3485238570391248	0.8028040375375007	1.2439990942028984	0	HSP90AB1, FKBP4, HSP90AA1, HSPA1A, PTGES3, MLST8
Oncogene Induced Senescence	R-HSA-2559585	8	2208	33	10987	0.3393669006586633	0.8028040375375007	1.206302151954326	0	RPS27A, UBC, UBB, TP53, CDKN2B, AGO1, RB1, TFDP1
Glycogen storage disease type 0 (muscle GYS1)	R-HSA-3828062	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	GYG1
Activation of anterior HOX genes in hindbrain development during early embryogenesis	R-HSA-5617472	26	2208	119	10987	0.3505468669290598	0.8028040375375007	1.0871924856899282	0	POLR2G, POLR2J, H3C11, KMT2C, H2BC15, H2BC7, H2BC9, POLR2B, POLR2K, PAXIP1, RBBP5, HOXD4, H2BC14, H4C5, H2AZ2, KDM6A, EGR2, HOXA3, H4C15, PAGR1, POLR2C, H2AJ, HOXB4, HOXD1, H4C2, WDR5
Downregulation of ERBB2 signaling	R-HSA-8863795	7	2208	29	10987	0.3620341060880048	0.8028040375375007	1.2011025737131436	0	RPS27A, CUL5, CDC37, UBC, EGF, HSP90AA1, UBB
Suppression of autophagy	R-HSA-9636569	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	RAB7A
Proton-coupled neutral amino acid transporters	R-HSA-428559	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	SLC36A2
Signaling by NTRKs	R-HSA-166520	29	2208	134	10987	0.35973952872466897	0.8028040375375007	1.0768947382651957	0	DUSP7, CRKL, PPP2R5D, EGR4, RPS6KA1, HRAS, FOS, YWHAB, CRK, MAP2K5, PCSK6, TCF12, RALGDS, STAT3, EGR1, MAPK14, SRF, MAP2K2, AP2S1, FRS3, MAPK12, RALB, PPP2R1B, NTF4, ID2, EGR2, FOSB, IRS2, NGF
Apoptotic execution phase	R-HSA-75153	12	2208	52	10987	0.34697143722602375	0.8028040375375007	1.148306856187291	0	BMX, CASP8, KPNA1, CASP6, VIM, PTK2, ADD1, CASP7, MAPT, FNTA, GAS2, GSN
GRB2:SOS provides linkage to MAPK signaling for Integrins 	R-HSA-354194	4	2208	15	10987	0.3554280137228519	0.8028040375375007	1.3269323671497586	0	VWF, PTK2, FGA, FGB
TRKA activation by NGF	R-HSA-187042	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	NGF
Defective DNA double strand break response due to BARD1 loss of function	R-HSA-9699150	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	BRCA1
XAV939 stabilizes AXIN	R-HSA-5545619	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	TNKS2
Defective DNA double strand break response due to BRCA1 loss of function	R-HSA-9663199	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	BRCA1
Pausing and recovery of HIV elongation	R-HSA-167290	8	2208	33	10987	0.3393669006586633	0.8028040375375007	1.206302151954326	0	CCNK, POLR2G, POLR2J, POLR2B, POLR2K, SSRP1, SUPT5H, POLR2C
NTF4 activates NTRK2 (TRKB) signaling	R-HSA-9026357	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	NTF4
Diseases of metabolism	R-HSA-5668914	53	2208	250	10987	0.3543032057422132	0.8028040375375007	1.0549112318840579	0	GBE1, HPRT1, RPS27A, MMADHC, POMT1, HLCS, HYAL1, SDC4, GPC4, DPM2, NOTCH3, ALDOB, UBC, PRELP, AHCY, GAA, UBB, GNE, PGM1, ACY1, GYG1, SDC3, IDS, GALT, CSF2RA, DCXR, EXT1, ADAMTSL4, NUS1, NOTCH2, CYP11B2, RPIA, AMN, MUC5B, ALG13, SLC35D1, ALG11, B4GAT1, ADAMTS7, EPM2A, MUC16, MAOA, CYP19A1, ALG3, ADAMTS17, THSD1, BGN, GPC2, ACACA, CYP26C1, MCCC1, PPP1R3C, HGSNAT
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	R-HSA-6814122	9	2208	38	10987	0.3501471335362273	0.8028040375375007	1.1785254576659039	0	CCT5, CCT4, CCT7, GNG10, GNG7, GNAQ, CCT6A, CCT2, TCP1
Defective SLC7A7 causes lysinuric protein intolerance (LPI)	R-HSA-5660862	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	SLC7A7
Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)	R-HSA-5619070	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	SLC16A1
Defective ALG14 causes ALG14-CMS	R-HSA-5633231	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	ALG13
MyD88 deficiency (TLR5)	R-HSA-5602680	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	MYD88
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	R-HSA-2162123	4	2208	15	10987	0.3554280137228519	0.8028040375375007	1.3269323671497586	0	PTGR2, AKR1C3, PTGIS, PTGES3
Cysteine formation from homocysteine	R-HSA-1614603	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	CTH
Translation of Structural Proteins	R-HSA-9694635	13	2208	57	10987	0.35392290720007463	0.8028040375375007	1.1348763666412407	0	RPS27A, EDEM2, UBC, ST6GAL1, ST6GALNAC2, UBB, CSNK1A1, SUMO1, ZDHHC3, ZDHHC11, MGAT1, MGAT4A, ST6GALNAC4
Signalling to ERK5	R-HSA-198765	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	MAP2K5
Impaired BRCA2 binding to PALB2	R-HSA-9709603	6	2208	24	10987	0.3485238570391248	0.8028040375375007	1.2439990942028984	0	NBN, BRCA1, RBBP8, RAD51C, RAD51B, BRCA2
Acyl chain remodeling of CL	R-HSA-1482798	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	HADHB, HADHA
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	R-HSA-141333	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	MAOA
MyD88 dependent cascade initiated on endosome	R-HSA-975155	23	2208	104	10987	0.33966271184508107	0.8028040375375007	1.100460737179487	0	PELI3, RPS27A, CASP8, DUSP7, PPP2R5D, RPS6KA1, LY96, FOS, UBC, NOD1, UBB, TP53, MAPK14, CHUK, TLR7, PPP2R1B, NKIRAS1, TAB3, RIPK2, MYD88, ECSIT, AGER, TNIP2
Defective MMADHC causes MMAHCD	R-HSA-3359473	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	MMADHC
Processing of Capped Intronless Pre-mRNA	R-HSA-75067	7	2208	29	10987	0.3620341060880048	0.8028040375375007	1.2011025737131436	0	CSTF3, LSM10, FIP1L1, CLP1, NUDT21, CPSF2, LSM11
TNFs bind their physiological receptors	R-HSA-5669034	7	2208	29	10987	0.3620341060880048	0.8028040375375007	1.2011025737131436	0	TNFSF8, TNFRSF13B, TNFRSF25, TNFSF13B, LTA, TNFSF15, CD27
Defective LARGE causes MDDGA6 and MDDGB6	R-HSA-5083627	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	B4GAT1
Signaling by LRP5 mutants 	R-HSA-5339717	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	KREMEN2, DKK4
RUNX3 Regulates Immune Response and Cell Migration	R-HSA-8949275	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	ITGAL, RUNX3
Regulation of PAK-2p34 activity by PS-GAP/RHG10	R-HSA-211728	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	ARHGAP10
Pentose phosphate pathway disease	R-HSA-6791465	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	RPIA
Synthesis of wybutosine at G37 of tRNA(Phe)	R-HSA-6782861	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	TRMT12, TYW3
Aggrephagy	R-HSA-9646399	10	2208	43	10987	0.3591701710873237	0.8028040375375007	1.1572084597236267	0	DYNC1LI2, RPS27A, UBC, HSP90AA1, DYNC1I2, VIM, UBB, PCNT, ARL13B, CETN1
Activation of HOX genes during differentiation	R-HSA-5619507	26	2208	119	10987	0.3505468669290598	0.8028040375375007	1.0871924856899282	0	POLR2G, POLR2J, H3C11, KMT2C, H2BC15, H2BC7, H2BC9, POLR2B, POLR2K, PAXIP1, RBBP5, HOXD4, H2BC14, H4C5, H2AZ2, KDM6A, EGR2, HOXA3, H4C15, PAGR1, POLR2C, H2AJ, HOXB4, HOXD1, H4C2, WDR5
VLDL clearance	R-HSA-8964046	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	APOB, APOC1
Synthesis of Lipoxins (LX)	R-HSA-2142700	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	ALOX5AP, PTGR1
Impaired BRCA2 binding to SEM1 (DSS1)	R-HSA-9763198	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	BRCA2
Manipulation of host energy metabolism	R-HSA-9636667	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	PGK1
Activation of caspases through apoptosome-mediated cleavage	R-HSA-111459	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	APAF1, CASP7
Defective DHDDS causes RP59	R-HSA-4755609	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	NUS1
RUNX3 regulates RUNX1-mediated transcription	R-HSA-8951911	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	RUNX3
Metabolism of serotonin	R-HSA-380612	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	MAOA
Glycogen storage disease type XV (GYG1)	R-HSA-3814836	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	GYG1
TICAM1 deficiency - HSE	R-HSA-5602566	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	TLR3
Enzymatic degradation of Dopamine by monoamine oxidase	R-HSA-379398	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	MAOA
HIV elongation arrest and recovery	R-HSA-167287	8	2208	33	10987	0.3393669006586633	0.8028040375375007	1.206302151954326	0	CCNK, POLR2G, POLR2J, POLR2B, POLR2K, SSRP1, SUPT5H, POLR2C
Degradation of cysteine and homocysteine	R-HSA-1614558	4	2208	15	10987	0.3554280137228519	0.8028040375375007	1.3269323671497586	0	TXN2, MPST, SUOX, CTH
Defective F8 binding to von Willebrand factor	R-HSA-9672393	1	2208	2	10987	0.3615573282898209	0.8028040375375007	2.4879981884057973	0	VWF
Estrogen-stimulated signaling through PRKCZ	R-HSA-9634635	2	2208	6	10987	0.3470115580383581	0.8028040375375007	1.658665458937198	0	HRAS, PDPK1
